dataset,embedding,classifier,task,task_group,mode,metric,mean,ci_low,ci_high,fold_sd,draw_sd,delta_vs_per_radiograph_pp,n_radiographs,n_patients
mimic,cxr-foundation,mlp,race-bin,demographic,per_radiograph,roc,0.844844654891878,0.8432353601675103,0.8464539496162456,0.0022496389017790308,,0.0,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,one_per_patient,accuracy,0.8255299307209354,0.823178988306418,0.8278808731354528,0.0032863908838195424,0.0014274379855773324,0.8860309345729567,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,one_per_patient,precision,0.8123515257890283,0.8075388277037219,0.8171642238743346,0.006727688018412548,0.0018441426649244439,1.0613949939499379,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,one_per_patient,recall,0.7740001689598311,0.7696166710207032,0.7783836668989591,0.006127707585448834,0.0018343842968869032,3.7051991705298715,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,one_per_patient,f1,0.787837550913863,0.7846509623547696,0.7910241394729564,0.0044545436444634575,0.0018161922183191923,3.086734845155814,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,one_per_patient,roc,0.8662324107680218,0.8639900146231213,0.8684748069129223,0.0031346536618702308,0.001577016386999301,2.1387755876143832,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,patient_balanced,accuracy,0.8254831680119368,0.8231084273787361,0.8278579086451374,0.0033196584995845236,,0.8813546636730951,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,patient_balanced,precision,0.8123088446170439,0.807447038122156,0.8171706511119318,0.00679633684135727,,1.0571268767515019,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,patient_balanced,recall,0.7739194972034399,0.7695375247589283,0.7783014696479514,0.0061255750910203365,,3.6971319948907455,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,patient_balanced,f1,0.7877685375429054,0.7845738961454547,0.7909631789403562,0.004465800736259011,,3.079833508060059,39485,9238
mimic,cxr-foundation,mlp,race-bin,demographic,patient_balanced,roc,0.8660933067810783,0.8638518278358598,0.8683347857262969,0.003133371505125399,,2.124865188920033,39485,9238
mimic,cxr-foundation,logistic_regression,race-cls,demographic,per_radiograph,accuracy,0.7766544257312903,0.7763099556902603,0.7769988957723203,0.0004815359132573441,,0.0,39485,9238
mimic,cxr-foundation,logistic_regression,race-cls,demographic,per_radiograph,precision,0.5624458916864233,0.5612215329711442,0.5636702504017025,0.0017115354657652223,,0.0,39485,9238
mimic,cxr-foundation,logistic_regression,race-cls,demographic,per_radiograph,recall,0.43177798387718996,0.4308891454781144,0.4326668222762655,0.0012425104051348081,,0.0,39485,9238
mimic,cxr-foundation,logistic_regression,race-cls,demographic,per_radiograph,f1,0.45335533201867023,0.45214513413730995,0.4545655299000305,0.0016917399849355897,,0.0,39485,9238
mimic,cxr-foundation,logistic_regression,race-cls,demographic,per_radiograph,roc,0.793068731115255,0.7924640384223137,0.7936734238081963,0.0008453020972878049,,0.0,39485,9238
