dataset,embedding,classifier,task,task_group,mode,metric,mean,ci_low,ci_high,fold_sd,draw_sd,delta_vs_per_radiograph_pp,n_radiographs,n_patients
mimic,medclip,xgboost,race-cls,demographic,per_radiograph,recall,0.3034756473777085,0.30288995467491486,0.3040613400805021,0.0008187419425054983,,0.0,39483,9238
mimic,medclip,xgboost,race-cls,demographic,per_radiograph,f1,0.2963286035702032,0.29536073549573755,0.2972964716446688,0.0013529862735139583,,0.0,39483,9238
mimic,medclip,xgboost,race-cls,demographic,per_radiograph,roc,0.6728253973532308,0.6718080456855519,0.6738427490209097,0.0014221595670112317,,0.0,39483,9238
mimic,medclip,xgboost,race-cls,demographic,one_per_patient,accuracy,0.7102968716172331,0.7095376398155832,0.711056103418883,0.0010613328749528523,0.0010179773776600118,-1.0441167538859375,39483,9238
mimic,medclip,xgboost,race-cls,demographic,one_per_patient,precision,0.4176061361707527,0.4012647155973884,0.433947556744117,0.022843730781891183,0.01131116085962814,1.7278375089538778,39483,9238
mimic,medclip,xgboost,race-cls,demographic,one_per_patient,recall,0.33199693145566045,0.3309211424012877,0.33307272051003317,0.0015038494007217431,0.0012307541314336957,2.852128407795196,39483,9238
mimic,medclip,xgboost,race-cls,demographic,one_per_patient,f1,0.32377379335628537,0.32214064518246466,0.3254069415301061,0.0022829837248364102,0.0014594147901733634,2.744518978608218,39483,9238
mimic,medclip,xgboost,race-cls,demographic,one_per_patient,roc,0.7007396777562298,0.6996742419570985,0.7018051135553611,0.001489376547863616,0.0021287100321581136,2.7914280402999037,39483,9238
mimic,medclip,xgboost,race-cls,demographic,patient_balanced,accuracy,0.7102167428702058,0.7094732045879316,0.7109602811524799,0.0010393948475926817,,-1.0521296285886717,39483,9238
mimic,medclip,xgboost,race-cls,demographic,patient_balanced,precision,0.41607352936572656,0.40053486126867927,0.43161219746277385,0.02172156019879194,,1.574576828451263,39483,9238
mimic,medclip,xgboost,race-cls,demographic,patient_balanced,recall,0.33182491483626325,0.33078365191542214,0.33286617775710436,0.0014555851940822788,,2.8349267458554763,39483,9238
mimic,medclip,xgboost,race-cls,demographic,patient_balanced,f1,0.32356965093095746,0.3219759118771656,0.3251633899847493,0.0022278935737538425,,2.724104736075428,39483,9238
mimic,medclip,xgboost,race-cls,demographic,patient_balanced,roc,0.7009038930437819,0.6998275628788944,0.7019802232086694,0.0015046058210627029,,2.8078495690551097,39483,9238
mimic,medclip,mlp,race-cls,demographic,per_radiograph,accuracy,0.7317782336701871,0.731093688077085,0.7324627792632893,0.0009569287545443315,,0.0,39483,9238
mimic,medclip,mlp,race-cls,demographic,per_radiograph,precision,0.45794037202093224,0.43893583476300957,0.4769449092788549,0.026566511204174297,,0.0,39483,9238
mimic,medclip,mlp,race-cls,demographic,per_radiograph,recall,0.3317850045410524,0.32971056069109717,0.3338594483910077,0.002899872542768283,,0.0,39483,9238
mimic,medclip,mlp,race-cls,demographic,per_radiograph,f1,0.3263563939132243,0.3232777667824681,0.3294350210439805,0.004303623974249217,,0.0,39483,9238
mimic,medclip,mlp,race-cls,demographic,per_radiograph,roc,0.7088677591927843,0.7075972541845128,0.7101382642010559,0.0017760435352423111,,0.0,39483,9238
mimic,medclip,mlp,race-cls,demographic,one_per_patient,accuracy,0.7232026953886124,0.7220165500453246,0.7243888407319001,0.0016581168551786476,0.0013239127731183907,-0.8575538281574757,39483,9238
mimic,medclip,mlp,race-cls,demographic,one_per_patient,precision,0.44287554677964935,0.43035160814049117,0.45539948541880754,0.017507259011996342,0.021769714889846217,-1.5064825241282886,39483,9238
mimic,medclip,mlp,race-cls,demographic,one_per_patient,recall,0.36251339675781086,0.3602692174089305,0.36475757610669124,0.0031371464091477577,0.0015102838627240446,3.072839221675844,39483,9238
mimic,medclip,mlp,race-cls,demographic,one_per_patient,f1,0.34711601212532195,0.3442306945557813,0.3500013296948626,0.004033395841135077,0.0016251061799482558,2.0759618212097655,39483,9238
mimic,medclip,mlp,race-cls,demographic,one_per_patient,roc,0.7297372041192857,0.7290033766844812,0.7304710315540901,0.0010258200188764948,0.0019447922327732944,2.0869444926501335,39483,9238
mimic,medclip,mlp,race-cls,demographic,patient_balanced,accuracy,0.7231959332344162,0.7219990580897265,0.7243928083791059,0.001673116083273193,,-0.8582300435770907,39483,9238
mimic,medclip,mlp,race-cls,demographic,patient_balanced,precision,0.4437916989587375,0.4322509049994774,0.4553324929179976,0.016132917516628008,,-1.414867306219475,39483,9238
mimic,medclip,mlp,race-cls,demographic,patient_balanced,recall,0.3624811053119642,0.36029023398998905,0.36467197663393935,0.0030626269259932774,,3.0696100770911783,39483,9238
mimic,medclip,mlp,race-cls,demographic,patient_balanced,f1,0.3470435805636206,0.34424289284459647,0.34984426828264475,0.003915091467740415,,2.068718665039632,39483,9238
mimic,medclip,mlp,race-cls,demographic,patient_balanced,roc,0.7301226524339496,0.7293881589254704,0.7308571459424288,0.0010267511256697992,,2.125489324116525,39483,9238
mimic,medclip,logistic_regression,gender,demographic,per_radiograph,accuracy,0.7972418509231821,0.7970282843773175,0.7974554174690467,0.0002985454450453156,,0.0,39483,9238
mimic,medclip,logistic_regression,gender,demographic,per_radiograph,precision,0.7972591821993631,0.7970419220161875,0.7974764423825387,0.0003037087939696807,,0.0,39483,9238
mimic,medclip,logistic_regression,gender,demographic,per_radiograph,recall,0.7963820854211815,0.7961636580565514,0.7966005127858116,0.00030534040113624404,,0.0,39483,9238
mimic,medclip,logistic_regression,gender,demographic,per_radiograph,f1,0.7966660996835221,0.7964502988779205,0.7968819004891237,0.0003016687247933421,,0.0,39483,9238
mimic,medclip,logistic_regression,gender,demographic,per_radiograph,roc,0.8710971446829074,0.8709833615431847,0.8712109278226302,0.00015905786156569535,,0.0,39483,9238
mimic,medclip,logistic_regression,gender,demographic,one_per_patient,accuracy,0.8314141047845854,0.8311418222821291,0.8316863872870418,0.0003806246926212953,0.002155315224247457,3.4172253861403323,39483,9238
mimic,medclip,logistic_regression,gender,demographic,one_per_patient,precision,0.8306408075838103,0.8303641519038294,0.8309174632637912,0.0003867379732620827,0.002164600660978454,3.338162538444722,39483,9238
mimic,medclip,logistic_regression,gender,demographic,one_per_patient,recall,0.8309516914212391,0.8306925210701209,0.8312108617723574,0.00036229516895508647,0.0021590649396858647,3.456960600005765,39483,9238
mimic,medclip,logistic_regression,gender,demographic,one_per_patient,f1,0.8307783922277897,0.830510659685356,0.8310461247702234,0.0003742642870887063,0.0021607245898285364,3.411229254426762,39483,9238
mimic,medclip,logistic_regression,gender,demographic,one_per_patient,roc,0.9015512610757768,0.9014222990025438,0.9016802231490098,0.0001802765474875927,0.0018024032182113242,3.0454116392869324,39483,9238
mimic,medclip,logistic_regression,gender,demographic,patient_balanced,accuracy,0.8313753390346783,0.831102185678388,0.8316484923909686,0.0003818420623379612,,3.413348811149619,39483,9238
mimic,medclip,logistic_regression,gender,demographic,patient_balanced,precision,0.830595670589428,0.8303182610635939,0.8308730801152621,0.0003877917771001852,,3.3336488390064867,39483,9238
mimic,medclip,logistic_regression,gender,demographic,patient_balanced,recall,0.8309115353652373,0.8306514359475663,0.8311716347829083,0.0003635939144414504,,3.4529449944055823,39483,9238
mimic,medclip,logistic_regression,gender,demographic,patient_balanced,f1,0.8307398753570681,0.830471241440944,0.8310085092731921,0.00037552432062277845,,3.407377567354597,39483,9238
mimic,medclip,logistic_regression,gender,demographic,patient_balanced,roc,0.9014868639068278,0.9013576005384999,0.9016161272751556,0.0001806977289877869,,3.038971922392031,39483,9238
mimic,medclip,random_forest,gender,demographic,per_radiograph,accuracy,0.6771876503811767,0.6749866315031352,0.6793886692592181,0.0030768122312323327,,0.0,39483,9238
mimic,medclip,random_forest,gender,demographic,per_radiograph,precision,0.7071079214965963,0.7058376774022805,0.708378165590912,0.0017756788026821527,,0.0,39483,9238
mimic,medclip,random_forest,gender,demographic,per_radiograph,recall,0.6689767409793068,0.6665630203887524,0.6713904615698613,0.003374148722615169,,0.0,39483,9238
mimic,medclip,random_forest,gender,demographic,per_radiograph,f1,0.6583089401398186,0.6550611375379329,0.6615567427417042,0.00454011497575243,,0.0,39483,9238
mimic,medclip,random_forest,gender,demographic,per_radiograph,roc,0.7686713696471728,0.7678159695561253,0.7695267697382202,0.0011957668736917713,,0.0,39483,9238
mimic,medclip,random_forest,gender,demographic,one_per_patient,accuracy,0.7137371184239013,0.7114812656609943,0.7159929711868083,0.0031534647167349994,0.002126131983758182,3.654946804272463,39483,9238
mimic,medclip,random_forest,gender,demographic,one_per_patient,precision,0.7316490356886144,0.7302044819328823,0.7330935894443464,0.002019346907312257,0.002115685525570486,2.45411141920181,39483,9238
mimic,medclip,random_forest,gender,demographic,one_per_patient,recall,0.7217248933374003,0.7197051703995478,0.7237446162752528,0.0028233779822982807,0.002093638524356731,5.274815235809349,39483,9238
mimic,medclip,random_forest,gender,demographic,one_per_patient,f1,0.7120793419594966,0.7096389546865122,0.7145197292324811,0.0034114261742015824,0.002171138363042416,5.377040181967807,39483,9238
mimic,medclip,random_forest,gender,demographic,one_per_patient,roc,0.8181827860873561,0.8173338571513843,0.8190317150233278,0.0011867208226624538,0.002120836812542265,4.951141644018331,39483,9238
mimic,medclip,random_forest,gender,demographic,patient_balanced,accuracy,0.7135601358783888,0.7113164802401352,0.7158037915166425,0.0031364143121731507,,3.637248549721217,39483,9238
mimic,medclip,random_forest,gender,demographic,patient_balanced,precision,0.7315671935083495,0.7301438299491024,0.7329905570675966,0.001989725055188429,,2.445927201175324,39483,9238
mimic,medclip,random_forest,gender,demographic,patient_balanced,recall,0.7215727610863178,0.7195666210705279,0.7235789011021078,0.002804390366537728,,5.259602010701103,39483,9238
mimic,medclip,random_forest,gender,demographic,patient_balanced,f1,0.7118860627344542,0.7094560873660541,0.7143160381028543,0.003396871335215263,,5.357712259463565,39483,9238
mimic,medclip,random_forest,gender,demographic,patient_balanced,roc,0.8179221488925462,0.8170776426623979,0.8187666551226945,0.0011805383062340761,,4.925077924537346,39483,9238
mimic,medclip,xgboost,gender,demographic,per_radiograph,accuracy,0.7827951270166906,0.7818772049176641,0.7837130491157172,0.001283166614234782,,0.0,39483,9238
mimic,medclip,xgboost,gender,demographic,per_radiograph,precision,0.7834732430744553,0.7826022664443737,0.7843442197045369,0.0012175413738100933,,0.0,39483,9238
mimic,medclip,xgboost,gender,demographic,per_radiograph,recall,0.7813694388578833,0.7804149596785735,0.7823239180371931,0.0013342698886664014,,0.0,39483,9238
mimic,medclip,xgboost,gender,demographic,per_radiograph,f1,0.7818151506623414,0.780866262724785,0.7827640385998978,0.0013264538716453134,,0.0,39483,9238
mimic,medclip,xgboost,gender,demographic,per_radiograph,roc,0.8666462257075999,0.8662402379867025,0.8670522134284973,0.0005675316999091982,,0.0,39483,9238
mimic,medclip,xgboost,gender,demographic,one_per_patient,accuracy,0.8223847694306127,0.8214797691612971,0.8232897696999283,0.001265103141857954,0.001782737383192929,3.9589642413922044,39483,9238
mimic,medclip,xgboost,gender,demographic,one_per_patient,precision,0.821758259145656,0.8208387386254629,0.8226777796658492,0.0012854010529510533,0.0017848846598424672,3.8285016071200717,39483,9238
mimic,medclip,xgboost,gender,demographic,one_per_patient,recall,0.8228832123141171,0.8219367659581305,0.8238296586701037,0.0013230407759591686,0.0017934372953395021,4.151377345623375,39483,9238
mimic,medclip,xgboost,gender,demographic,one_per_patient,f1,0.8220063358187917,0.8210910865182971,0.8229215851192863,0.0012794302995230912,0.0017866145065089844,4.019118515645026,39483,9238
mimic,medclip,xgboost,gender,demographic,one_per_patient,roc,0.9053945612076693,0.9048554643945577,0.9059336580207809,0.0007536053801938542,0.001486700013220852,3.8748335500069397,39483,9238
mimic,medclip,xgboost,gender,demographic,patient_balanced,accuracy,0.8223941449688539,0.8214769927870866,0.8233112971506211,0.001282090344120076,,3.959901795216325,39483,9238
mimic,medclip,xgboost,gender,demographic,patient_balanced,precision,0.8217640444945105,0.8208324512766962,0.8226956377123247,0.001302277520515694,,3.8290801420055143,39483,9238
mimic,medclip,xgboost,gender,demographic,patient_balanced,recall,0.8229000797684595,0.8219424704652175,0.8238576890717014,0.0013386455002052035,,4.153064091057612,39483,9238
mimic,medclip,xgboost,gender,demographic,patient_balanced,f1,0.8220185759497957,0.8210915221767832,0.8229456297228082,0.0012959318142482185,,4.020342528745424,39483,9238
mimic,medclip,xgboost,gender,demographic,patient_balanced,roc,0.9054462903784375,0.9048954225827656,0.9059971581741094,0.0007700600791863884,,3.880006467083763,39483,9238
mimic,medclip,mlp,gender,demographic,per_radiograph,accuracy,0.8546868272421042,0.8539545830231152,0.8554190714610932,0.0010236068357757258,,0.0,39483,9238
mimic,medclip,mlp,gender,demographic,per_radiograph,precision,0.8549654849820012,0.8541692542898767,0.8557617156741257,0.001113053757444911,,0.0,39483,9238
mimic,medclip,mlp,gender,demographic,per_radiograph,recall,0.8539241956506036,0.8532201239629269,0.8546282673382803,0.0009842243526032993,,0.0,39483,9238
mimic,medclip,mlp,gender,demographic,per_radiograph,f1,0.8542761299006842,0.8535551396982369,0.8549971201031316,0.0010078748054458855,,0.0,39483,9238
mimic,medclip,mlp,gender,demographic,per_radiograph,roc,0.9339177190752533,0.933639215089274,0.9341962230612326,0.00038932172688604515,,0.0,39483,9238
mimic,medclip,mlp,gender,demographic,one_per_patient,accuracy,0.8857920545572636,0.884933922706456,0.8866501864080713,0.0011995856105171392,0.0017952668436966312,3.110522731515941,39483,9238
mimic,medclip,mlp,gender,demographic,one_per_patient,precision,0.8851379566096964,0.8842679149384045,0.8860079982809883,0.0012162343915444519,0.0018033544004755952,3.0172471627695208,39483,9238
mimic,medclip,mlp,gender,demographic,one_per_patient,recall,0.8858208574806916,0.8849647970518937,0.8866769179094895,0.0011966899622156727,0.0017869386427738305,3.189666183008799,39483,9238
mimic,medclip,mlp,gender,demographic,one_per_patient,f1,0.8854150072087699,0.8845568478030953,0.8862731666144444,0.0011996241295650378,0.0017973792535614205,3.113887730808562,39483,9238
mimic,medclip,mlp,gender,demographic,one_per_patient,roc,0.9572622948651326,0.9568910747048477,0.9576335150254175,0.0005189300014822607,0.0010283961149017095,2.334457578987925,39483,9238
mimic,medclip,mlp,gender,demographic,patient_balanced,accuracy,0.8856427217960989,0.8847931044719268,0.886492339120271,0.0011876831230114725,,3.0955894553994723,39483,9238
mimic,medclip,mlp,gender,demographic,patient_balanced,precision,0.8849807574798015,0.8841194607580704,0.8858420542015327,0.0012040097950004004,,3.001527249780034,39483,9238
mimic,medclip,mlp,gender,demographic,patient_balanced,recall,0.8856745695655757,0.8848258279545345,0.8865233111766169,0.0011864589604661678,,3.175037391497204,39483,9238
mimic,medclip,mlp,gender,demographic,patient_balanced,f1,0.8852663667382291,0.8844165623142098,0.8861161711622484,0.0011879446705630144,,3.099023683754487,39483,9238
mimic,medclip,mlp,gender,demographic,patient_balanced,roc,0.9571448504185485,0.9567724150346193,0.9575172858024776,0.0005206287669992835,,2.3227131343295127,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,per_radiograph,accuracy,0.5779955930400426,0.5775688871242297,0.5784222989558554,0.0005964937393360878,,0.0,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,per_radiograph,precision,0.5882666233575278,0.5873305394579287,0.5892027072571269,0.0013085550607858083,,0.0,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,per_radiograph,recall,0.5187009139042812,0.5176742251314103,0.5197276026771521,0.0014352119400489484,,0.0,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,per_radiograph,f1,0.5408732547706265,0.5401301647140138,0.5416163448272393,0.0010387682713234349,,0.0,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,per_radiograph,roc,0.8060207000032966,0.8057556502136646,0.8062857497929287,0.0003705140572673946,,0.0,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,one_per_patient,accuracy,0.6032614743450964,0.6027601861781032,0.6037627625120895,0.0007007525373653418,0.0023856476981523917,2.5265881305053806,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,one_per_patient,precision,0.6355010973692294,0.63467955692511,0.6363226378133489,0.0011484343510800915,0.002941532412168345,4.723447401170167,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,one_per_patient,recall,0.5756665400098306,0.5747663990366652,0.5765666809829961,0.0012583103142365466,0.0023589115833377687,5.696562610554945,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,one_per_patient,f1,0.5923111378388342,0.5914535606767444,0.5931687150009239,0.00119881020915692,0.0024219092292841384,5.143788306820762,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,one_per_patient,roc,0.8430431713776401,0.8428647728411643,0.8432215699141158,0.0002493839578290418,0.00120601662717426,3.7022471374343446,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,patient_balanced,accuracy,0.6034566006865972,0.6029600328871147,0.6039531684860797,0.0006941539185903412,,2.546100764655468,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,patient_balanced,precision,0.6357707367641322,0.6349407334997964,0.636600740028468,0.0011602645579958685,,4.750411340660444,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,patient_balanced,recall,0.5758034122868929,0.5749058268351724,0.5767009977386134,0.0012547379415878577,,5.710249838261172,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,patient_balanced,f1,0.5924690821552878,0.591612264965541,0.5933258993450347,0.001197747841076693,,5.159582738466129,39483,9238
mimic,medclip,logistic_regression,age_decile,demographic,patient_balanced,roc,0.8430160229161574,0.8428394740483521,0.8431925717839627,0.00024679829932076555,,3.6995322912860784,39483,9238
mimic,medclip,random_forest,age_decile,demographic,per_radiograph,accuracy,0.519757870475901,0.5191841497436911,0.520331591208111,0.0008020062816298632,,0.0,39483,9238
mimic,medclip,random_forest,age_decile,demographic,per_radiograph,precision,0.5874124970779039,0.5854797431510742,0.5893452510047336,0.0027018036879917404,,0.0,39483,9238
mimic,medclip,random_forest,age_decile,demographic,per_radiograph,recall,0.3815153915116687,0.38030967538883204,0.38272110763450534,0.0016854749185245513,,0.0,39483,9238
mimic,medclip,random_forest,age_decile,demographic,per_radiograph,f1,0.3813456157818542,0.3794646945022696,0.38322653706143883,0.002629346643387676,,0.0,39483,9238
mimic,medclip,random_forest,age_decile,demographic,per_radiograph,roc,0.7421070442022013,0.7417792227322334,0.7424348656721692,0.0004582628156989109,,0.0,39483,9238
mimic,medclip,random_forest,age_decile,demographic,one_per_patient,accuracy,0.5281510067114094,0.5273236897289626,0.5289783236938561,0.001156509394850642,0.0018910867861290708,0.8393136235508303,39483,9238
mimic,medclip,random_forest,age_decile,demographic,one_per_patient,precision,0.6162998670398571,0.6143725623351267,0.6182271717445874,0.0026941862007574383,0.006641672960868664,2.888736996195318,39483,9238
mimic,medclip,random_forest,age_decile,demographic,one_per_patient,recall,0.44116729425373685,0.43982527730442417,0.44250931120304954,0.0018760103356499198,0.0017745076093849644,5.965190274206816,39483,9238
mimic,medclip,random_forest,age_decile,demographic,one_per_patient,f1,0.43848787063339,0.43643175082880725,0.44054399043797277,0.0028742572936260925,0.002190294938927645,5.7142254851535785,39483,9238
mimic,medclip,random_forest,age_decile,demographic,one_per_patient,roc,0.7892952237547407,0.7889637390904974,0.789626708418984,0.0004633836081938573,0.0013076954293313105,4.7188179552539395,39483,9238
mimic,medclip,random_forest,age_decile,demographic,patient_balanced,accuracy,0.5280963894724561,0.5272519216528793,0.5289408572920329,0.001180484611957581,,0.8338518996555022,39483,9238
mimic,medclip,random_forest,age_decile,demographic,patient_balanced,precision,0.6166361588394254,0.6145961249693952,0.6186761927094555,0.0028517707076743497,,2.922366176152147,39483,9238
mimic,medclip,random_forest,age_decile,demographic,patient_balanced,recall,0.44109950204225734,0.43974184852427234,0.44245715556024234,0.0018978687514161386,,5.958411053058866,39483,9238
mimic,medclip,random_forest,age_decile,demographic,patient_balanced,f1,0.4384112736767888,0.43633187425647674,0.4404906730971008,0.0029067999524505133,,5.706565789493457,39483,9238
mimic,medclip,random_forest,age_decile,demographic,patient_balanced,roc,0.789242277995766,0.7889066859886491,0.7895778700028828,0.0004691252776167812,,4.713523379356466,39483,9238
mimic,medclip,xgboost,age_decile,demographic,per_radiograph,accuracy,0.5562090013423499,0.5553061695992573,0.5571118330854424,0.001262071751226405,,0.0,39483,9238
mimic,medclip,xgboost,age_decile,demographic,per_radiograph,precision,0.5689842808640847,0.5677087903584102,0.5702597713697592,0.0017830127800503707,,0.0,39483,9238
mimic,medclip,xgboost,age_decile,demographic,per_radiograph,recall,0.48600775822963865,0.4843536962861702,0.4876618201731071,0.0023122191588871195,,0.0,39483,9238
mimic,medclip,xgboost,age_decile,demographic,per_radiograph,f1,0.5110800975049761,0.5095830726117881,0.512577122398164,0.0020926964996858997,,0.0,39483,9238
mimic,medclip,xgboost,age_decile,demographic,per_radiograph,roc,0.7886066460616099,0.7882927263496105,0.7889205657736094,0.0004388294980751511,,0.0,39483,9238
mimic,medclip,xgboost,age_decile,demographic,one_per_patient,accuracy,0.58700638666378,0.5853901469668288,0.5886226263607313,0.002259347304012147,0.00214092044775835,3.079738532143017,39483,9238
mimic,medclip,xgboost,age_decile,demographic,one_per_patient,precision,0.618625141013889,0.6164866759346567,0.6207636060931213,0.002989368050173279,0.0026181232615174214,4.964086014980429,39483,9238
mimic,medclip,xgboost,age_decile,demographic,one_per_patient,recall,0.5536713194044607,0.5514103415848652,0.5559322972240561,0.0031606290519718555,0.0021446760462401817,6.766356117482203,39483,9238
mimic,medclip,xgboost,age_decile,demographic,one_per_patient,f1,0.5728164980757311,0.5705451414622529,0.5750878546892093,0.0031751376053889414,0.0022578054907749796,6.173640057075502,39483,9238
mimic,medclip,xgboost,age_decile,demographic,one_per_patient,roc,0.8335684901969804,0.8331484423142024,0.8339885380797585,0.0005871864509334661,0.0012051628120405536,4.496184413537052,39483,9238
mimic,medclip,xgboost,age_decile,demographic,patient_balanced,accuracy,0.5868370471565082,0.5852538694003957,0.5884202249126207,0.0022131298976209883,,3.0628045814158344,39483,9238
mimic,medclip,xgboost,age_decile,demographic,patient_balanced,precision,0.6185052655879822,0.6163914865272376,0.6206190446487269,0.002954859375858348,,4.952098472389754,39483,9238
mimic,medclip,xgboost,age_decile,demographic,patient_balanced,recall,0.5534905708336156,0.5512329373809151,0.5557482042863162,0.003155953949422573,,6.7482812603976985,39483,9238
mimic,medclip,xgboost,age_decile,demographic,patient_balanced,f1,0.5726534336031696,0.5703821984801994,0.5749246687261397,0.003174967773369208,,6.157333609819348,39483,9238
mimic,medclip,xgboost,age_decile,demographic,patient_balanced,roc,0.8334327859856863,0.8330084817675627,0.8338570902038098,0.0005931363974704218,,4.482613992407636,39483,9238
mimic,medclip,mlp,age_decile,demographic,per_radiograph,accuracy,0.5938986399209787,0.5930246015052113,0.5947726783367461,0.0012218214550676703,,0.0,39483,9238
mimic,medclip,mlp,age_decile,demographic,per_radiograph,precision,0.6132616601257395,0.6101316287242275,0.6163916915272514,0.004375482189813335,,0.0,39483,9238
mimic,medclip,mlp,age_decile,demographic,per_radiograph,recall,0.5327002518725367,0.5275275128042701,0.5378729909408032,0.007230990607576363,,0.0,39483,9238
mimic,medclip,mlp,age_decile,demographic,per_radiograph,f1,0.5575314254320057,0.5537049345183848,0.5613579163456267,0.005349065454724728,,0.0,39483,9238
mimic,medclip,mlp,age_decile,demographic,per_radiograph,roc,0.8236176662948157,0.823339572479299,0.8238957601103324,0.00038874834811648324,,0.0,39483,9238
mimic,medclip,mlp,age_decile,demographic,one_per_patient,accuracy,0.6222540593201992,0.6205856127275712,0.6239225059128272,0.0023323275118492244,0.00213138800978706,2.8355419399220483,39483,9238
mimic,medclip,mlp,age_decile,demographic,one_per_patient,precision,0.6570474089580984,0.6542628323062774,0.6598319856099195,0.003892569748766028,0.0026993154780491613,4.378574883235897,39483,9238
mimic,medclip,mlp,age_decile,demographic,one_per_patient,recall,0.593986792596343,0.5885068863475468,0.5994666988451393,0.007660380717545655,0.002146343554088033,6.128654072380635,39483,9238
mimic,medclip,mlp,age_decile,demographic,one_per_patient,f1,0.611105266144677,0.6070743340909726,0.6151361981983814,0.0056348544621028,0.0022727459034785217,5.3573840712671235,39483,9238
mimic,medclip,mlp,age_decile,demographic,one_per_patient,roc,0.8599488377994462,0.8595846396377109,0.8603130359611815,0.0005091139243732605,0.0010699475390753234,3.63311715046305,39483,9238
mimic,medclip,mlp,age_decile,demographic,patient_balanced,accuracy,0.6222745397469401,0.6206003283590213,0.6239487511348589,0.002340386139986623,,2.837589982596145,39483,9238
mimic,medclip,mlp,age_decile,demographic,patient_balanced,precision,0.6571737866093861,0.6543909255781987,0.6599566476405735,0.0038901714764920567,,4.391212648364662,39483,9238
mimic,medclip,mlp,age_decile,demographic,patient_balanced,recall,0.593937679782613,0.5884640227221551,0.5994113368430709,0.0076516449546194555,,6.123742791007636,39483,9238
mimic,medclip,mlp,age_decile,demographic,patient_balanced,f1,0.6110804437012674,0.6070425389955632,0.6151183484069715,0.005644601557491624,,5.354901826926161,39483,9238
mimic,medclip,mlp,age_decile,demographic,patient_balanced,roc,0.8599207433272245,0.8595531309183347,0.8602883557361142,0.0005138867127896096,,3.630307703240876,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,per_radiograph,accuracy,0.6230124357318341,0.6227202651938047,0.6233046062698634,0.0004084262493079127,,0.0,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,per_radiograph,precision,0.49717435637208657,0.49556101688286386,0.4987876958613093,0.0022552930931640774,,0.0,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,per_radiograph,recall,0.4452197785612446,0.4448046156313105,0.4456349414911787,0.0005803577577272522,,0.0,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,per_radiograph,f1,0.42864386154708545,0.42786954431278473,0.42941817878138616,0.0010824208556858895,,0.0,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,per_radiograph,roc,0.721114519886035,0.7208650339756631,0.7213640057964069,0.0003487572542928244,,0.0,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,one_per_patient,accuracy,0.6218509958865555,0.6214143267723601,0.6222876650007508,0.0006104213303036897,0.0017070831598876611,-0.11614398452786112,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,one_per_patient,precision,0.5251299274954624,0.5229720549204824,0.5272878000704424,0.0030164978585042385,0.004514301233678075,2.7955571123375824,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,one_per_patient,recall,0.4942692542430699,0.4935079483774184,0.4950305601087214,0.001064232216504096,0.0017424706694097471,4.904947568182527,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,one_per_patient,f1,0.47227981042268147,0.47072429566788077,0.47383532517748217,0.0021744596882748864,0.002135777046303526,4.363594887559602,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,one_per_patient,roc,0.7509716172653574,0.7508306886228139,0.751112545907901,0.00019700465790404266,0.0013891760713308134,2.9857097379322406,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,patient_balanced,accuracy,0.6220133968773432,0.6215753470968374,0.6224514466578491,0.0006123513687208552,,-0.09990388544908191,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,patient_balanced,precision,0.5259631487087236,0.523819897565863,0.5281063998515843,0.0029960585057880974,,2.8788792336637057,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,patient_balanced,recall,0.49448998873893873,0.49374127314261285,0.4952387043352646,0.0010466322335861745,,4.927021017769412,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,patient_balanced,f1,0.47260199200856273,0.471077102861801,0.4741268811553245,0.002131648040295289,,4.395813046147729,39483,9238
mimic,medclip,logistic_regression,insurance,demographic,patient_balanced,roc,0.7510328709108773,0.7508892335691939,0.7511765082525608,0.00020079115820515175,,2.9918351024842305,39483,9238
